elements,blocks,threadsPerBlock,GPU,total global memory(KB),clock rate(KHz),multiprocessor count,async engine count,memory bus width,memory clock rate (KHz),L2 cache size (bytes),max threads per SM
100000,1024,64,0.005141,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,100,0.005743,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,128,0.005977,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,200,0.016834,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,256,0.019168,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,400,0.01956,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,512,0.019211,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,750,0.019128,11268608,1635000,68,3,352,7000000,5767168,1024
100000,1024,1024,0.019042,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,32,0.004673,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,50,0.004435,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,64,0.004529,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,100,0.004545,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,128,0.004847,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,200,0.004382,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,256,0.004653,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,400,0.004652,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,512,0.004667,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,750,0.004432,11268608,1635000,68,3,352,7000000,5767168,1024
100000,2048,1024,0.004583,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,32,0.004494,11268608,1635000,68,3,352,7000000,5767168,1024
100000,4096,50,0.004376,11268608,1635000,68,3,352,7000000,5767168,1024
