elements,blocks,threadsPerBlock,GPU
100000, 512, 100, 0.330896
100000, 512, 128, 0.310693
100000, 512, 200, 0.313939
100000, 512, 256, 0.286344
100000, 512, 400, 0.318074
100000, 512, 512, 0.296324
100000, 512, 750, 0.334946
100000, 512, 1024, 0.330457
100000, 1024, 32, 0.377204
100000, 1024, 50, 0.360320
100000, 1024, 64, 0.311581
100000, 1024, 100, 0.335817
100000, 1024, 128, 0.283314
100000, 1024, 200, 0.313469
100000, 1024, 256, 0.286344
100000, 1024, 400, 0.317822
100000, 1024, 512, 0.296248
100000, 1024, 750, 0.334969
100000, 1024, 1024, 0.330199
100000, 2048, 32, 0.311604
100000, 2048, 50, 0.364254
100000, 2048, 64, 0.289670
100000, 2048, 100, 0.335644
100000, 2048, 128, 0.283121
100000, 2048, 200, 0.314178
100000, 2048, 256, 0.285720
100000, 2048, 400, 0.318339
100000, 2048, 512, 0.296455
100000, 2048, 750, 0.335036
100000, 2048, 1024, 0.330323
100000, 4096, 32, 0.283229
100000, 4096, 50, 0.364614
100000, 4096, 64, 0.289594
100000, 4096, 100, 0.340661
100000, 4096, 128, 0.284328
100000, 4096, 200, 0.317366
100000, 4096, 256, 0.288133
100000, 4096, 400, 0.318014
100000, 4096, 512, 0.296240
100000, 4096, 750, 0.335202
100000, 4096, 1024, 0.330282
100000, 8192, 32, 0.282313
100000, 8192, 50, 0.379075
100000, 8192, 64, 0.296635
100000, 8192, 100, 0.339453
100000, 8192, 128, 0.289661
100000, 8192, 200, 0.314324
100000, 8192, 256, 0.291620
100000, 8192, 400, 0.318321
100000, 8192, 512, 0.296340
100000, 8192, 750, 0.334635
100000, 8192, 1024, 0.330408
100000, 16384, 32, 0.282672
100000, 16384, 50, 0.380033
100000, 16384, 64, 0.289928
100000, 16384, 100, 0.344657
100000, 16384, 128, 0.282324
100000, 16384, 200, 0.316640
100000, 16384, 256, 0.286038
100000, 16384, 400, 0.317991
100000, 16384, 512, 0.296433
100000, 16384, 750, 0.334832
100000, 16384, 1024, 0.330168
100000, 32768, 32, 0.286014
100000, 32768, 50, 0.377204
100000, 32768, 64, 0.304687
100000, 32768, 100, 0.337784
100000, 32768, 128, 0.281857
100000, 32768, 200, 0.317873
100000, 32768, 256, 0.285699
100000, 32768, 400, 0.317953
100000, 32768, 512, 0.296377
100000, 32768, 750, 0.335434
100000, 32768, 1024, 0.330382
100000, 512, 32, 0.543726
100000, 512, 50, 0.383420
100000, 512, 64, 0.375897
100000, 512, 100, 0.330546
100000, 512, 128, 0.310559
100000, 512, 200, 0.314171
100000, 512, 256, 0.286178
100000, 512, 400, 0.318219
100000, 512, 512, 0.296394
100000, 512, 750, 0.335078
100000, 512, 1024, 0.330236
100000, 1024, 32, 0.377010
100000, 1024, 50, 0.360629
100000, 1024, 64, 0.311751
100000, 1024, 100, 0.334684
100000, 1024, 128, 0.283100
100000, 1024, 200, 0.313519
100000, 1024, 256, 0.286315
100000, 1024, 400, 0.318008
100000, 1024, 512, 0.296543
100000, 1024, 750, 0.334699
100000, 1024, 1024, 0.330291
